winner,weight_class,is_title_bout,gender,total_rounds,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
1,8,0,1,3.0,17,4,34.0,180.34,77.11,0,2.78,2.61,0.53,0.22,0.65,0.88,0.0,1.25,13,2,31.0,185.42,77.11,2,1.8,2.2,0.39,0.3,0.39,0.6,0.5,1.35,4,2,3.0,-5.079999999999984,0.0,0.9799999999999998,0.4099999999999997,0.14,-0.0799999999999999,0.26,0.28,-0.5,-0.1
1,9,0,1,3.0,9,3,33.0,190.5,83.91,0,5.69,2.9,0.52,0.33,0.56,0.31,0.0,0.22,7,3,32.0,185.42,83.91,0,4.29,5.31,0.46,0.75,0.46,0.65,0.3,1.67,2,0,1.0,5.0800000000000125,0.0,1.4000000000000004,-2.41,0.06,-0.42,0.1,-0.34,-0.3,-1.45
1,4,0,1,3.0,12,0,23.0,170.18,56.7,0,1.53,1.36,0.48,0.41,0.57,0.0,1.0,5.75,14,8,33.0,170.18,56.7,2,2.5,2.0,0.45,0.35,0.43,0.26,1.0,1.72,-2,-8,-10.0,0.0,0.0,-0.97,-0.6399999999999999,0.0299999999999999,0.06,0.1399999999999999,-0.26,0.0,4.03
1,2,0,0,3.0,17,6,29.0,165.1,61.23,0,6.34,4.78,0.56,0.45,0.49,0.68,0.0,1.22,10,8,42.0,170.18,61.23,0,2.69,3.87,0.55,0.27,0.44,0.47,0.1,0.52,7,-2,-13.0,-5.0800000000000125,0.0,3.65,0.91,0.01,0.18,0.0499999999999999,0.21,-0.1,0.7
1,1,0,0,5.0,16,3,30.0,165.1,56.7,0,4.67,3.95,0.43,0.45,0.58,0.59,0.6,0.41,12,6,37.0,162.56,56.7,0,4.11,4.96,0.47,0.4,0.56,0.78,0.6,1.76,4,-3,-7.0,2.539999999999992,0.0,0.5599999999999996,-1.0099999999999998,-0.0399999999999999,0.0499999999999999,0.0199999999999999,-0.19,0.0,-1.35
0,5,0,1,3.0,29,13,40.0,172.72,65.77,0,4.7,3.84,0.5,0.52,0.59,0.61,0.4,1.09,19,4,29.0,172.72,61.23,1,4.64,3.76,0.5,0.41,0.58,0.69,0.1,0.44,10,9,11.0,0.0,4.539999999999999,0.0600000000000005,0.08,0.0,0.11,0.01,-0.0799999999999999,0.3,0.6500000000000001
0,9,0,1,3.0,12,5,32.0,187.96,92.99,0,4.1,6.03,0.56,0.45,0.31,1.0,0.4,2.09,12,4,29.0,185.42,83.91,0,5.54,4.55,0.57,0.12,0.46,0.45,0.0,0.96,0,1,3.0,2.5400000000000205,9.079999999999998,-1.4400000000000004,1.4800000000000004,-0.0099999999999998,0.33,-0.15,0.55,0.4,1.13
1,5,0,1,3.0,28,10,41.0,165.1,61.23,0,3.22,2.5,0.42,0.39,0.66,0.78,0.2,1.65,23,6,36.0,170.18,61.23,2,8.26,5.95,0.54,0.0,0.47,0.78,0.6,0.0,5,4,5.0,-5.0800000000000125,0.0,-5.039999999999999,-3.45,-0.12,0.39,0.19,0.0,-0.3999999999999999,1.65
0,10,0,1,3.0,15,9,37.0,190.5,92.99,0,3.86,3.06,0.51,0.39,0.57,0.76,1.7,4.15,15,3,36.0,182.88,92.99,0,3.92,3.51,0.57,0.33,0.49,0.75,0.3,0.67,0,6,1.0,7.620000000000003,0.0,-0.06,-0.4499999999999997,-0.0599999999999999,0.06,0.0799999999999999,0.01,1.4,3.4800000000000004
1,5,0,1,3.0,10,4,28.0,177.8,61.23,0,4.33,4.94,0.48,0.42,0.5,0.25,0.5,0.72,14,10,33.0,177.8,61.23,0,4.68,4.62,0.35,0.42,0.58,0.57,0.1,0.74,-4,-6,-5.0,0.0,0.0,-0.3499999999999996,0.3200000000000003,0.13,0.0,-0.0799999999999999,-0.3199999999999999,0.4,-0.02
0,9,0,1,3.0,8,2,26.0,182.88,83.91,1,1.93,2.64,0.45,0.45,0.46,0.35,0.2,4.16,7,3,28.0,175.26,83.91,0,3.89,2.49,0.56,0.44,0.5,0.0,0.5,7.2,1,-1,-2.0,7.620000000000003,0.0,-1.96,0.1499999999999999,-0.11,0.01,-0.0399999999999999,0.35,-0.3,-3.04
1,6,0,1,3.0,16,3,29.0,172.72,65.77,0,3.32,2.62,0.51,0.75,0.47,0.5,0.8,3.4,8,4,28.0,180.34,65.77,0,5.23,1.83,0.55,0.0,0.71,0.57,0.0,0.0,8,-1,1.0,-7.620000000000003,0.0,-1.9100000000000008,0.79,-0.04,0.75,-0.24,-0.0699999999999999,0.8,3.4
1,0,0,0,3.0,9,1,31.0,160.02,52.16,0,3.46,2.98,0.46,0.41,0.57,0.66,0.0,3.31,8,6,31.0,165.1,52.16,0,4.03,4.51,0.45,0.3,0.56,0.57,0.0,0.96,1,-5,0.0,-5.079999999999984,0.0,-0.5700000000000003,-1.5299999999999998,0.01,0.1099999999999999,0.0099999999999998,0.09,0.0,2.35
1,4,0,1,3.0,15,0,24.0,170.18,56.7,0,3.51,1.15,0.71,0.41,0.47,0.71,2.4,2.12,12,5,32.0,167.64,56.7,0,5.24,4.62,0.57,0.0,0.52,0.6,0.2,0.0,3,-5,-8.0,2.5400000000000205,0.0,-1.7300000000000004,-3.47,0.14,0.41,-0.05,0.1099999999999999,2.2,2.12
0,8,0,1,3.0,1,2,39.0,187.96,77.11,0,4.49,3.73,0.57,0.33,0.62,0.88,0.0,0.71,5,2,27.0,175.26,77.11,2,9.28,12.83,0.43,0.0,0.42,1.0,0.0,0.0,-4,0,12.0,12.700000000000015,0.0,-4.789999999999999,-9.1,0.1399999999999999,0.33,0.2,-0.12,0.0,0.71
0,0,0,0,5.0,13,5,31.0,162.56,52.16,0,3.31,4.09,0.4,0.15,0.51,0.28,1.3,0.79,17,3,34.0,165.1,52.16,0,5.55,3.56,0.44,0.66,0.61,0.7,0.0,0.86,-4,2,-3.0,-2.539999999999992,0.0,-2.24,0.5299999999999998,-0.0399999999999999,-0.51,-0.0999999999999999,-0.4199999999999999,1.3,-0.0699999999999999
1,8,0,1,3.0,18,5,33.0,190.5,77.11,0,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,28,9,45.0,175.26,77.11,1,3.13,2.67,0.45,0.42,0.6,0.6,0.5,0.98,-10,-4,-12.0,15.240000000000007,0.0,1.2400000000000002,0.6600000000000001,0.01,-0.0299999999999999,-0.0599999999999999,0.14,0.0,-0.1999999999999999
1,5,0,1,3.0,18,5,36.0,170.18,61.23,0,5.22,4.79,0.51,0.32,0.61,0.85,0.6,1.86,13,10,33.0,170.18,61.23,1,2.13,4.29,0.37,0.15,0.39,0.6,0.2,0.62,5,-5,3.0,0.0,0.0,3.09,0.5,0.14,0.17,0.2199999999999999,0.25,0.3999999999999999,1.2400000000000002
1,6,0,1,3.0,13,3,30.0,175.26,65.77,0,5.72,4.33,0.49,0.2,0.54,0.62,0.4,0.28,12,5,33.0,167.64,65.77,0,3.42,5.87,0.5,0.25,0.31,0.2,1.9,0.97,1,-2,-3.0,7.620000000000003,0.0,2.3,-1.54,-0.01,-0.0499999999999999,0.23,0.42,-1.5,-0.69
1,7,0,1,3.0,11,2,31.0,182.88,70.31,0,5.35,5.76,0.52,0.53,0.55,0.64,0.4,2.77,7,3,32.0,180.34,70.31,0,5.82,4.07,0.58,0.0,0.56,0.36,0.0,0.0,4,-1,-1.0,2.539999999999992,0.0,-0.4700000000000006,1.6899999999999995,-0.0599999999999999,0.53,-0.01,0.28,0.4,2.77
0,13,0,1,3.0,21,6,32.0,167.64,61.23,2,4.79,4.99,0.5,0.37,0.56,0.71,0.2,1.92,12,2,29.0,170.18,61.23,0,4.26,5.12,0.37,0.5,0.5,0.73,0.0,1.9,9,4,3.0,-2.5400000000000205,0.0,0.5300000000000002,-0.1299999999999999,0.13,-0.13,0.06,-0.02,0.2,0.02
1,11,0,1,3.0,17,9,41.0,177.8,104.33,0,2.05,2.93,0.45,0.35,0.56,1.0,0.3,2.11,60,17,46.0,187.96,108.86,0,3.29,3.8,0.48,0.46,0.44,0.37,1.9,1.82,-43,-8,-5.0,-10.159999999999997,-4.530000000000001,-1.2400000000000002,-0.8699999999999997,-0.0299999999999999,-0.11,0.12,0.63,-1.6,0.2899999999999998
1,7,0,1,3.0,13,5,35.0,172.72,70.31,1,3.61,4.51,0.41,0.6,0.54,0.64,0.7,0.45,21,12,38.0,177.8,70.31,1,3.54,3.39,0.47,0.28,0.57,0.57,0.5,0.46,-8,-7,-3.0,-5.0800000000000125,0.0,0.0699999999999998,1.1199999999999997,-0.06,0.3199999999999999,-0.0299999999999999,0.07,0.1999999999999999,-0.01
0,9,0,1,3.0,24,6,34.0,185.42,83.91,1,2.98,2.23,0.42,0.39,0.57,0.82,0.1,1.33,23,5,28.0,187.96,83.91,0,3.87,3.6,0.54,0.47,0.46,0.58,1.7,1.36,1,1,6.0,-2.5400000000000205,0.0,-0.8900000000000001,-1.37,-0.12,-0.0799999999999999,0.1099999999999999,0.24,-1.6,-0.03
0,13,0,1,3.0,11,9,30.0,170.18,56.7,0,2.49,4.54,0.39,0.27,0.46,0.54,1.7,0.93,6,2,33.0,172.72,61.23,1,3.45,3.09,0.45,0.6,0.49,0.33,0.0,1.31,5,7,-3.0,-2.539999999999992,-4.529999999999994,-0.96,1.4500000000000002,-0.06,-0.3299999999999999,-0.0299999999999999,0.21,1.7,-0.38
1,5,0,1,3.0,10,8,44.0,167.64,61.23,1,3.44,2.84,0.55,0.55,0.51,0.64,0.4,2.27,6,4,29.0,175.26,61.23,2,6.53,7.58,0.46,0.0,0.58,0.5,0.0,0.0,4,4,15.0,-7.620000000000003,0.0,-3.0900000000000003,-4.74,0.09,0.55,-0.0699999999999999,0.14,0.4,2.27
1,5,0,1,5.0,17,4,31.0,180.34,61.23,2,5.33,3.4,0.44,0.33,0.58,0.64,0.3,1.36,21,8,26.0,172.72,61.23,0,4.49,3.96,0.43,0.4,0.55,0.72,0.2,0.66,-4,-4,5.0,7.620000000000003,0.0,0.8399999999999999,-0.56,0.01,-0.07,0.0299999999999999,-0.0799999999999999,0.0999999999999999,0.7000000000000001
0,9,0,1,3.0,22,10,35.0,190.5,77.11,0,4.04,3.19,0.6,0.0,0.53,0.67,0.3,0.0,15,5,32.0,190.5,83.91,0,6.08,5.3,0.55,0.45,0.51,1.0,0.5,2.46,7,5,3.0,0.0,-6.799999999999997,-2.04,-2.11,0.0499999999999999,-0.45,0.02,-0.3299999999999999,-0.2,-2.46
1,6,0,1,3.0,23,11,33.0,180.34,65.77,0,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,18,7,34.0,182.88,65.77,2,6.11,4.41,0.52,0.46,0.47,0.56,0.1,0.89,5,4,-1.0,-2.539999999999992,0.0,-2.26,-0.2999999999999998,-0.15,0.0099999999999999,0.04,0.1299999999999999,0.1999999999999999,1.27
1,9,0,1,3.0,12,3,27.0,187.96,83.91,0,3.66,3.58,0.4,0.41,0.51,0.5,0.9,1.49,8,4,35.0,177.8,83.91,0,0.99,3.85,0.3,0.0,0.46,0.0,0.0,0.0,4,-1,-8.0,10.159999999999997,0.0,2.67,-0.27,0.1,0.41,0.0499999999999999,0.5,0.9,1.49
0,11,0,1,3.0,21,10,32.0,187.96,92.99,0,4.7,2.75,0.52,0.0,0.58,0.63,0.0,0.0,11,1,31.0,187.96,111.58,0,4.31,4.76,0.48,0.33,0.43,0.77,0.7,1.2,10,9,1.0,0.0,-18.590000000000003,0.3900000000000005,-2.01,0.04,-0.33,0.1499999999999999,-0.14,-0.7,-1.2
1,9,0,1,3.0,12,2,30.0,182.88,83.91,0,4.3,3.46,0.59,0.49,0.45,0.63,3.0,6.62,16,7,34.0,185.42,83.91,0,6.19,5.67,0.47,0.25,0.52,0.67,0.1,0.22,-4,-5,-4.0,-2.539999999999992,0.0,-1.8900000000000008,-2.21,0.12,0.24,-0.07,-0.04,2.9,6.4
1,6,0,1,3.0,22,6,35.0,180.34,65.77,2,3.02,3.46,0.4,0.34,0.5,0.4,1.6,2.44,18,5,33.0,172.72,65.77,0,2.02,1.54,0.59,0.42,0.49,0.5,1.9,3.73,4,1,2.0,7.620000000000003,0.0,1.0,1.92,-0.1899999999999999,-0.0799999999999999,0.01,-0.0999999999999999,-0.2999999999999998,-1.29
1,8,0,1,3.0,16,6,31.0,182.88,77.11,0,3.27,2.22,0.55,0.5,0.58,0.71,0.3,1.19,7,2,28.0,175.26,77.11,0,4.31,5.35,0.45,0.2,0.47,0.5,0.5,1.04,9,4,3.0,7.620000000000003,0.0,-1.0399999999999996,-3.1299999999999994,0.1,0.3,0.1099999999999999,0.2099999999999999,-0.2,0.1499999999999999
0,0,0,0,3.0,8,3,24.0,157.48,52.16,0,4.81,3.66,0.48,0.33,0.49,0.47,0.8,1.13,9,3,28.0,154.94,52.16,0,4.1,2.48,0.57,0.5,0.53,0.72,0.1,1.9,-1,0,-4.0,2.539999999999992,0.0,0.71,1.1800000000000002,-0.0899999999999999,-0.1699999999999999,-0.04,-0.25,0.7000000000000001,-0.77
1,7,0,1,3.0,17,6,34.0,180.34,70.31,0,3.38,3.59,0.47,0.23,0.58,1.0,0.6,1.64,15,1,24.0,185.42,70.31,2,5.86,5.06,0.41,0.33,0.56,0.94,0.2,0.22,2,5,10.0,-5.079999999999984,0.0,-2.4800000000000004,-1.4699999999999998,0.06,-0.1,0.0199999999999999,0.06,0.3999999999999999,1.42
0,1,0,0,3.0,10,4,26.0,167.64,56.7,1,4.67,3.82,0.55,0.66,0.52,0.47,0.9,0.59,13,8,28.0,165.1,52.16,0,2.61,3.12,0.46,0.43,0.56,0.43,1.0,2.53,-3,-4,-2.0,2.539999999999992,4.540000000000006,2.06,0.6999999999999997,0.09,0.23,-0.04,0.0399999999999999,-0.0999999999999999,-1.94
0,5,0,1,3.0,23,9,32.0,165.1,61.23,0,3.82,4.47,0.48,0.41,0.44,0.52,0.3,5.4,14,1,28.0,175.26,61.23,0,5.42,2.97,0.53,0.4,0.62,0.85,0.2,1.7,9,8,4.0,-10.159999999999997,0.0,-1.6,1.4999999999999996,-0.05,0.0099999999999999,-0.18,-0.3299999999999999,0.0999999999999999,3.7
1,7,0,1,3.0,14,5,31.0,175.26,70.31,0,3.08,4.78,0.33,0.0,0.51,0.82,0.0,0.0,15,7,30.0,187.96,70.31,2,5.31,6.41,0.47,0.0,0.4,0.0,0.0,0.0,-1,-2,1.0,-12.700000000000015,0.0,-2.2299999999999995,-1.63,-0.1399999999999999,0.0,0.1099999999999999,0.82,0.0,0.0
1,8,0,1,5.0,22,13,38.0,182.88,77.11,1,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,26,10,40.0,180.34,70.31,0,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,-4,3,-2.0,2.539999999999992,6.799999999999997,-0.3700000000000001,-0.6400000000000001,0.0,-0.0499999999999999,-0.03,-0.26,0.4,0.66
1,13,0,1,5.0,13,0,29.0,187.96,83.91,0,5.72,3.46,0.58,0.46,0.42,1.0,2.7,3.99,25,11,31.0,190.5,77.11,0,4.24,3.19,0.49,0.38,0.5,0.54,0.6,0.85,-12,-11,-2.0,-2.539999999999992,6.799999999999997,1.4799999999999995,0.27,0.0899999999999999,0.08,-0.08,0.4599999999999999,2.1,3.14
0,13,0,1,3.0,19,8,36.0,182.88,77.11,0,4.46,3.84,0.42,0.41,0.57,0.6,0.0,1.25,17,4,37.0,185.42,77.11,1,7.3,5.28,0.5,0.5,0.56,0.63,0.1,0.62,2,4,-1.0,-2.539999999999992,0.0,-2.84,-1.4400000000000004,-0.08,-0.09,0.0099999999999998,-0.03,-0.1,0.63
1,13,0,1,3.0,15,7,36.0,175.26,61.23,0,5.24,6.33,0.4,0.5,0.57,0.76,0.2,0.16,10,3,32.0,180.34,61.23,0,3.53,2.53,0.44,0.37,0.46,0.62,0.5,2.38,5,4,4.0,-5.0800000000000125,0.0,1.7100000000000004,3.8,-0.0399999999999999,0.13,0.1099999999999999,0.14,-0.3,-2.22
1,10,0,1,3.0,21,8,31.0,198.12,92.99,0,3.81,2.83,0.53,1.0,0.44,0.57,0.9,0.46,17,10,30.0,185.42,92.99,1,4.44,3.43,0.43,0.57,0.47,0.76,0.0,4.17,4,-2,1.0,12.700000000000015,0.0,-0.6300000000000003,-0.6000000000000001,0.1,0.43,-0.0299999999999999,-0.19,0.9,-3.71
0,6,0,1,3.0,13,4,32.0,172.72,65.77,0,5.45,3.37,0.5,0.0,0.56,0.65,0.0,0.0,29,12,34.0,185.42,65.77,1,6.14,6.29,0.48,0.46,0.47,0.58,0.8,1.63,-16,-8,-2.0,-12.699999999999989,0.0,-0.6899999999999995,-2.92,0.02,-0.46,0.09,0.07,-0.8,-1.63
1,13,0,1,3.0,20,3,32.0,190.5,92.99,0,2.54,0.74,0.64,0.59,0.4,0.75,2.2,6.88,8,3,27.0,193.04,92.99,0,1.72,2.48,0.53,0.51,0.49,0.16,0.0,6.55,12,0,5.0,-2.539999999999992,0.0,0.8200000000000001,-1.74,0.1099999999999999,0.0799999999999999,-0.0899999999999999,0.59,2.2,0.33
1,9,0,1,3.0,10,9,35.0,185.42,83.91,0,4.5,6.15,0.41,0.0,0.36,0.73,0.0,0.0,13,11,35.0,187.96,83.91,0,2.65,3.62,0.47,0.4,0.5,0.67,0.1,1.26,-3,-2,0.0,-2.5400000000000205,0.0,1.85,2.53,-0.06,-0.4,-0.14,0.0599999999999999,-0.1,-1.26
0,11,0,1,3.0,13,10,35.0,190.5,104.33,0,5.8,5.08,0.44,0.33,0.5,0.67,0.6,0.71,23,8,37.0,175.26,120.2,0,4.41,5.87,0.48,0.0,0.4,0.33,0.0,0.0,-10,2,-2.0,15.240000000000007,-15.870000000000005,1.3899999999999997,-0.79,-0.0399999999999999,0.33,0.0999999999999999,0.34,0.6,0.71
1,3,0,0,3.0,10,2,33.0,170.18,61.23,0,3.41,1.99,0.49,0.64,0.66,0.72,0.0,1.39,1,1,40.0,180.34,65.77,0,2.37,4.57,0.25,0.0,0.47,0.77,0.5,0.0,9,1,-7.0,-10.159999999999997,-4.539999999999999,1.04,-2.58,0.24,0.64,0.19,-0.05,-0.5,1.39
0,5,0,1,3.0,13,7,37.0,167.64,61.23,0,3.6,3.11,0.45,0.3,0.53,0.42,0.6,0.82,16,9,32.0,165.1,61.23,0,2.88,5.03,0.33,0.4,0.58,0.72,0.0,1.82,-3,-2,5.0,2.539999999999992,0.0,0.7200000000000002,-1.9200000000000004,0.12,-0.1,-0.0499999999999999,-0.3,0.6,-1.0
0,0,0,0,3.0,7,1,26.0,157.48,52.16,1,3.0,2.53,0.57,0.5,0.45,0.0,0.0,1.0,7,4,31.0,160.02,52.16,0,2.66,3.06,0.49,0.6,0.52,0.42,0.0,0.58,0,-3,-5.0,-2.5400000000000205,0.0,0.3399999999999998,-0.5300000000000002,0.0799999999999999,-0.0999999999999999,-0.07,-0.42,0.0,0.42
0,8,0,1,3.0,5,3,30.0,180.34,77.11,0,4.49,4.56,0.51,0.3,0.51,1.0,0.0,2.0,9,3,31.0,185.42,77.11,0,2.22,3.38,0.41,0.28,0.58,0.72,0.5,0.94,-4,0,-1.0,-5.079999999999984,0.0,2.27,1.1799999999999995,0.1,0.0199999999999999,-0.0699999999999999,0.28,-0.5,1.06
1,11,0,1,5.0,12,2,33.0,193.04,111.13,0,5.49,2.19,0.6,0.21,0.63,0.5,0.5,0.58,15,7,31.0,187.96,119.75,1,3.96,5.05,0.49,0.0,0.43,0.57,0.0,0.0,-3,-5,2.0,5.079999999999984,-8.620000000000005,1.5300000000000002,-2.86,0.1099999999999999,0.21,0.2,-0.0699999999999999,0.5,0.58
1,9,0,1,3.0,26,7,33.0,182.88,83.91,0,4.57,3.45,0.42,0.38,0.59,0.82,0.0,0.81,19,7,30.0,182.88,83.91,1,4.56,4.24,0.45,0.45,0.56,0.69,0.5,1.66,7,0,3.0,0.0,0.0,0.0100000000000006,-0.79,-0.03,-0.07,0.0299999999999999,0.13,-0.5,-0.8499999999999999
1,9,0,1,3.0,13,4,29.0,190.5,83.91,0,4.53,3.26,0.54,0.31,0.61,0.76,1.5,0.87,17,6,29.0,177.8,77.11,1,3.87,3.31,0.33,0.36,0.57,0.65,0.0,1.51,-4,-2,0.0,12.699999999999989,6.799999999999997,0.6600000000000001,-0.0500000000000002,0.21,-0.0499999999999999,0.04,0.1099999999999999,1.5,-0.64
0,9,0,1,3.0,13,7,34.0,182.88,83.91,0,3.32,3.44,0.39,0.39,0.61,0.83,0.0,1.46,12,3,32.0,182.88,83.91,1,4.66,4.1,0.54,0.5,0.6,0.87,0.0,0.42,1,4,2.0,0.0,0.0,-1.3400000000000003,-0.6599999999999997,-0.15,-0.1099999999999999,0.01,-0.04,0.0,1.04
1,6,0,1,3.0,13,2,26.0,182.88,65.77,1,2.62,1.49,0.46,0.6,0.75,0.81,0.7,1.06,14,5,29.0,180.34,65.77,0,3.44,3.36,0.46,0.0,0.63,0.28,0.3,0.0,-1,-3,-3.0,2.539999999999992,0.0,-0.8199999999999998,-1.87,0.0,0.6,0.12,0.53,0.3999999999999999,1.06
0,6,0,1,3.0,15,7,28.0,175.26,65.77,2,5.56,4.31,0.48,0.1,0.57,0.48,0.6,0.09,20,6,30.0,167.64,65.77,0,5.91,4.22,0.5,0.48,0.56,0.7,0.5,1.74,-5,1,-2.0,7.620000000000003,0.0,-0.3500000000000005,0.0899999999999998,-0.02,-0.38,0.0099999999999998,-0.2199999999999999,0.0999999999999999,-1.65
1,9,0,1,3.0,25,6,33.0,187.96,83.91,0,3.73,5.36,0.42,0.5,0.54,1.0,0.0,0.61,15,5,32.0,182.88,83.91,0,3.49,3.29,0.44,0.4,0.48,0.46,0.7,2.4,10,1,1.0,5.0800000000000125,0.0,0.2399999999999997,2.0700000000000003,-0.02,0.0999999999999999,0.06,0.54,-0.7,-1.79
0,7,0,1,3.0,18,9,38.0,172.72,70.31,0,5.52,4.15,0.49,0.0,0.68,0.86,0.0,0.0,16,5,28.0,177.8,70.31,1,5.78,5.25,0.44,0.2,0.64,0.78,0.0,0.31,2,4,10.0,-5.0800000000000125,0.0,-0.2600000000000007,-1.0999999999999996,0.0499999999999999,-0.2,0.04,0.0799999999999999,0.0,-0.31
1,7,0,1,3.0,15,4,27.0,185.42,70.31,0,2.7,1.72,0.48,0.23,0.65,0.67,0.2,0.81,8,1,27.0,177.8,70.31,0,1.87,4.0,0.29,0.2,0.44,0.57,0.0,1.0,7,3,0.0,7.619999999999976,0.0,0.8300000000000001,-2.28,0.19,0.03,0.21,0.1,0.2,-0.1899999999999999
1,7,0,1,3.0,13,2,28.0,180.34,70.31,1,5.7,4.98,0.54,0.37,0.42,0.69,1.5,4.76,17,6,34.0,180.34,65.77,0,3.52,6.88,0.51,0.4,0.39,0.0,2.4,4.8,-4,-4,-6.0,0.0,4.540000000000006,2.18,-1.8999999999999997,0.03,-0.03,0.0299999999999999,0.69,-0.8999999999999999,-0.04
0,5,0,1,3.0,13,5,32.0,165.1,61.23,0,2.64,4.12,0.32,0.0,0.46,0.61,0.2,0.0,18,5,27.0,172.72,61.23,0,4.19,4.55,0.4,0.37,0.55,0.84,0.0,1.37,-5,0,5.0,-7.620000000000003,0.0,-1.5500000000000005,-0.4299999999999997,-0.08,-0.37,-0.09,-0.2299999999999999,0.2,-1.37
1,3,0,0,3.0,8,5,35.0,167.64,61.23,0,2.2,2.48,0.46,0.42,0.52,0.5,0.6,2.48,9,2,29.0,165.1,61.23,2,2.96,1.18,0.55,0.5,0.57,0.75,0.0,4.89,-1,3,6.0,2.539999999999992,0.0,-0.7599999999999998,1.3,-0.09,-0.08,-0.0499999999999999,-0.25,0.6,-2.41
0,8,1,1,5.0,20,4,36.0,182.88,77.11,2,4.36,2.74,0.52,0.45,0.54,0.89,0.1,2.82,22,3,32.0,187.96,77.11,1,2.75,2.34,0.53,0.34,0.54,0.7,0.4,1.25,-2,1,4.0,-5.0800000000000125,0.0,1.6100000000000003,0.4000000000000003,-0.01,0.1099999999999999,0.0,0.19,-0.3,1.5699999999999998
1,9,0,1,3.0,14,3,32.0,185.42,83.91,0,6.2,6.38,0.58,0.75,0.47,0.8,0.0,0.45,16,6,39.0,190.5,83.91,1,4.1,2.68,0.49,0.29,0.53,0.65,1.0,0.7,-2,-3,-7.0,-5.0800000000000125,0.0,2.1000000000000005,3.7,0.0899999999999999,0.46,-0.06,0.15,-1.0,-0.2499999999999999
0,5,0,1,3.0,31,8,37.0,170.18,61.23,0,3.57,3.74,0.46,0.54,0.6,0.91,0.1,0.49,17,4,33.0,167.64,61.23,0,4.5,2.37,0.41,0.36,0.57,0.8,0.3,6.43,14,4,4.0,2.5400000000000205,0.0,-0.9300000000000002,1.37,0.05,0.18,0.03,0.1099999999999999,-0.1999999999999999,-5.94
0,2,0,0,3.0,13,6,27.0,172.72,61.23,0,4.23,4.95,0.41,0.3,0.49,0.63,0.2,0.62,14,9,29.0,172.72,61.23,0,3.68,3.83,0.37,0.27,0.51,0.66,0.7,0.55,-1,-3,-2.0,0.0,0.0,0.5500000000000003,1.12,0.0399999999999999,0.0299999999999999,-0.02,-0.03,-0.4999999999999999,0.0699999999999999
1,10,0,1,3.0,10,5,32.0,190.5,92.99,0,2.9,2.39,0.59,0.3,0.56,0.5,0.8,0.76,7,6,35.0,187.96,92.99,0,3.54,6.53,0.52,0.0,0.42,0.0,2.0,0.0,3,-1,-3.0,2.539999999999992,0.0,-0.6400000000000001,-4.140000000000001,0.0699999999999999,0.3,0.14,0.5,-1.2,0.76
1,11,0,1,3.0,25,8,38.0,190.5,112.94,0,3.6,3.35,0.48,0.33,0.55,0.79,0.1,1.43,17,2,33.0,187.96,118.84,1,4.06,2.2,0.52,0.54,0.5,0.2,0.9,4.32,8,6,5.0,2.539999999999992,-5.900000000000006,-0.4599999999999995,1.15,-0.04,-0.21,0.05,0.5900000000000001,-0.8,-2.890000000000001
0,7,0,1,3.0,18,7,44.0,182.88,70.31,0,2.82,3.4,0.46,0.25,0.54,0.86,0.2,0.88,20,6,35.0,175.26,70.31,0,5.39,3.4,0.57,0.4,0.57,0.62,0.0,1.95,-2,1,9.0,7.620000000000003,0.0,-2.57,0.0,-0.1099999999999999,-0.15,-0.0299999999999999,0.24,0.2,-1.0699999999999998
0,8,0,1,3.0,10,3,27.0,177.8,77.11,2,3.36,4.61,0.49,0.35,0.46,0.33,0.9,1.54,10,3,31.0,177.8,77.11,0,6.09,6.67,0.46,0.42,0.52,0.9,0.2,2.05,0,0,-4.0,0.0,0.0,-2.73,-2.06,0.0299999999999999,-0.07,-0.06,-0.5700000000000001,0.7,-0.5099999999999998
1,4,0,1,3.0,17,1,30.0,165.1,56.7,0,2.8,3.07,0.39,0.33,0.63,0.4,0.7,1.71,13,5,34.0,167.64,56.7,1,2.04,2.59,0.61,0.75,0.61,0.76,0.4,2.51,4,-4,-4.0,-2.539999999999992,0.0,0.7599999999999998,0.48,-0.2199999999999999,-0.42,0.02,-0.36,0.2999999999999999,-0.7999999999999998
