winner,weight_class,is_title_bout,gender,total_rounds,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
1,7,0,1,3.0,26,4,42.0,167.64,77.11,0,2.38,2.51,0.47,0.36,0.57,0.47,0.6,3.94,9,3,30.0,172.72,65.77,0,1.28,2.71,0.41,0.47,0.51,0.22,0.4,3.45,17,1,12.0,-5.0800000000000125,11.340000000000003,1.1,-0.2000000000000001,0.06,-0.1099999999999999,0.0599999999999999,0.2499999999999999,0.1999999999999999,0.4899999999999997
1,7,0,1,3.0,24,4,37.0,172.72,70.31,0,1.98,2.16,0.34,0.41,0.65,0.61,0.1,3.95,23,8,34.0,177.8,70.31,1,3.7,2.51,0.46,0.5,0.69,0.75,0.0,1.62,1,-4,3.0,-5.0800000000000125,0.0,-1.7200000000000002,-0.3499999999999996,-0.12,-0.09,-0.0399999999999999,-0.14,0.1,2.33
0,10,0,1,3.0,19,7,44.0,185.42,92.99,0,2.77,3.07,0.52,0.24,0.59,0.83,0.0,2.22,14,3,32.0,193.04,92.99,0,4.01,2.3,0.5,0.25,0.53,0.9,0.2,0.82,5,4,12.0,-7.620000000000003,0.0,-1.2399999999999998,0.77,0.02,-0.01,0.0599999999999999,-0.07,-0.2,1.4000000000000004
0,6,0,1,3.0,19,12,34.0,177.8,65.77,0,3.44,3.58,0.49,0.5,0.36,0.53,1.1,2.66,18,1,33.0,185.42,65.77,0,4.89,3.0,0.48,0.56,0.64,0.77,0.8,5.22,1,11,1.0,-7.619999999999976,0.0,-1.4499999999999995,0.5800000000000001,0.01,-0.06,-0.28,-0.24,0.3,-2.56
0,10,0,1,3.0,10,6,43.0,180.34,92.99,0,1.23,5.95,0.35,0.0,0.47,0.33,0.0,0.0,17,4,32.0,187.96,92.99,0,10.22,0.13,0.61,1.0,0.92,0.0,2.0,3.98,-7,2,11.0,-7.620000000000003,0.0,-8.99,5.82,-0.26,-1.0,-0.45,0.33,-2.0,-3.98
1,7,0,1,3.0,12,5,37.0,177.8,70.31,0,3.68,5.64,0.34,0.8,0.5,0.83,0.3,1.23,12,3,38.0,180.34,70.31,1,2.2,3.0,0.49,0.18,0.54,0.1,2.1,0.85,0,2,-1.0,-2.539999999999992,0.0,1.48,2.64,-0.1499999999999999,0.6200000000000001,-0.04,0.73,-1.8,0.38
1,4,0,1,5.0,18,5,30.0,167.64,56.7,0,3.88,2.91,0.37,0.4,0.65,0.67,0.4,0.85,21,8,30.0,170.18,56.7,0,3.87,3.63,0.44,0.46,0.59,0.63,0.5,1.74,-3,-3,0.0,-2.5400000000000205,0.0,0.0099999999999997,-0.7199999999999998,-0.07,-0.06,0.06,0.04,-0.0999999999999999,-0.89
0,0,0,0,3.0,11,12,38.0,162.56,52.16,0,2.97,3.1,0.43,0.28,0.58,0.52,0.2,1.12,16,3,30.0,165.1,56.7,0,4.67,3.95,0.43,0.45,0.58,0.59,0.6,0.41,-5,9,8.0,-2.539999999999992,-4.540000000000006,-1.6999999999999995,-0.8500000000000001,0.0,-0.1699999999999999,0.0,-0.0699999999999999,-0.3999999999999999,0.7100000000000002
0,8,0,1,3.0,17,7,42.0,182.88,77.11,1,5.67,3.77,0.5,0.44,0.6,0.58,0.3,0.51,15,7,34.0,182.88,77.11,0,5.46,5.6,0.42,0.2,0.48,0.64,0.7,0.7,2,0,8.0,0.0,0.0,0.2099999999999999,-1.83,0.08,0.24,0.12,-0.06,-0.3999999999999999,-0.1899999999999999
0,6,0,1,3.0,11,3,30.0,172.72,65.77,1,7.66,5.72,0.39,0.35,0.51,0.85,0.0,2.6,14,7,29.0,180.34,65.77,1,2.22,4.79,0.41,0.46,0.41,0.62,0.5,2.9,-3,-4,1.0,-7.620000000000003,0.0,5.44,0.9299999999999996,-0.0199999999999999,-0.11,0.1,0.2299999999999999,-0.5,-0.2999999999999998
1,9,0,1,3.0,33,18,37.0,187.96,83.91,1,3.28,3.63,0.44,0.14,0.52,0.82,0.1,0.06,19,8,44.0,182.88,92.99,0,2.14,2.42,0.37,0.44,0.63,0.73,0.0,2.98,14,10,-7.0,5.0800000000000125,-9.079999999999998,1.1399999999999997,1.21,0.07,-0.3,-0.1099999999999999,0.0899999999999999,0.1,-2.92
1,5,0,1,3.0,23,9,34.0,167.64,61.23,0,3.45,3.18,0.35,0.22,0.61,0.7,0.3,0.54,13,8,35.0,175.26,61.23,0,2.77,4.31,0.44,0.53,0.49,0.58,0.2,1.25,10,1,-1.0,-7.620000000000003,0.0,0.6800000000000002,-1.1299999999999994,-0.09,-0.31,0.12,0.12,0.0999999999999999,-0.71
0,9,0,1,3.0,11,6,34.0,185.42,77.11,0,3.52,4.31,0.41,0.15,0.57,0.63,0.7,0.32,24,8,35.0,185.42,83.91,0,5.09,3.69,0.44,0.3,0.56,0.8,0.4,1.53,-13,-2,-1.0,0.0,-6.799999999999997,-1.5699999999999998,0.6199999999999997,-0.03,-0.15,0.0099999999999998,-0.17,0.2999999999999999,-1.21
1,4,0,1,3.0,19,8,35.0,165.1,56.7,0,2.94,2.17,0.44,0.36,0.56,0.52,0.1,3.01,14,4,37.0,157.48,56.7,0,3.31,2.33,0.52,0.25,0.65,0.71,1.4,3.49,5,4,-2.0,7.620000000000003,0.0,-0.3700000000000001,-0.1600000000000001,-0.08,0.1099999999999999,-0.0899999999999999,-0.1899999999999999,-1.2999999999999998,-0.4800000000000004
0,5,0,1,3.0,16,8,43.0,172.72,61.23,0,3.47,4.68,0.42,0.0,0.53,0.52,0.6,0.0,28,11,39.0,167.64,61.23,0,1.59,1.77,0.37,0.32,0.5,0.24,1.9,2.86,-12,-3,4.0,5.0800000000000125,0.0,1.88,2.91,0.0499999999999999,-0.32,0.03,0.28,-1.2999999999999998,-2.86
1,5,0,1,3.0,9,5,33.0,172.72,61.23,1,3.6,3.0,0.45,0.47,0.64,0.42,0.6,2.7,10,2,32.0,172.72,65.77,0,1.37,2.14,0.4,0.6,0.52,0.64,0.9,1.79,-1,3,1.0,0.0,-4.539999999999999,2.23,0.8599999999999999,0.0499999999999999,-0.13,0.12,-0.22,-0.3,0.91
1,4,0,1,3.0,9,2,29.0,167.64,56.7,2,1.58,1.72,0.37,0.5,0.6,0.23,2.6,0.53,8,2,38.0,167.64,56.7,0,0.96,1.78,0.4,0.62,0.46,0.5,0.7,3.61,1,0,-9.0,0.0,0.0,0.6200000000000001,-0.06,-0.03,-0.12,0.1399999999999999,-0.27,1.9,-3.08
0,7,0,1,3.0,9,6,33.0,182.88,70.31,0,1.89,3.4,0.38,0.0,0.55,0.33,1.1,0.0,14,7,36.0,177.8,65.77,0,1.56,2.32,0.35,0.35,0.59,0.2,1.2,1.45,-5,-1,-3.0,5.079999999999984,4.540000000000006,0.3299999999999998,1.08,0.03,-0.35,-0.0399999999999999,0.13,-0.0999999999999998,-1.45
1,8,1,1,5.0,19,7,41.0,175.26,77.11,0,2.36,2.76,0.48,0.4,0.54,0.87,0.4,1.06,28,11,46.0,185.42,77.11,1,1.8,2.07,0.43,0.24,0.63,0.61,1.0,2.49,-9,-4,-5.0,-10.159999999999997,0.0,0.5599999999999998,0.69,0.0499999999999999,0.16,-0.0899999999999999,0.26,-0.6,-1.4300000000000002
1,3,1,0,5.0,21,2,38.0,172.72,65.77,0,7.28,2.25,0.52,0.55,0.64,0.94,0.4,0.66,19,8,42.0,170.18,61.23,0,1.16,4.02,0.42,0.3,0.38,0.33,0.9,0.93,2,-6,-4.0,2.539999999999992,4.539999999999999,6.12,-1.7699999999999996,0.1,0.25,0.26,0.6099999999999999,-0.5,-0.27
1,8,0,1,3.0,30,16,42.0,180.34,77.11,1,3.85,4.67,0.47,0.64,0.59,0.65,0.0,0.65,36,17,40.0,185.42,70.31,0,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,-6,-1,2.0,-5.079999999999984,6.799999999999997,-0.56,0.1899999999999995,0.0099999999999999,0.31,0.0599999999999999,-0.0799999999999999,-1.2,-0.5099999999999999
0,10,0,1,3.0,17,6,44.0,185.42,92.99,0,3.43,3.97,0.54,0.18,0.49,0.7,0.4,0.53,19,7,34.0,187.96,92.99,0,4.59,3.92,0.47,0.33,0.55,0.8,0.1,0.57,-2,-1,10.0,-2.5400000000000205,0.0,-1.1599999999999997,0.0500000000000002,0.07,-0.15,-0.06,-0.1,0.3,-0.0399999999999999
1,6,0,1,3.0,20,8,41.0,172.72,65.77,0,3.13,2.87,0.47,0.33,0.57,0.46,0.9,1.84,20,5,31.0,177.8,65.77,0,2.95,3.02,0.33,0.31,0.51,0.47,1.7,1.31,0,3,10.0,-5.0800000000000125,0.0,0.1799999999999997,-0.1499999999999999,0.1399999999999999,0.02,0.0599999999999999,-0.0099999999999999,-0.7999999999999999,0.53
1,13,0,1,3.0,23,4,34.0,170.18,65.77,0,4.73,2.41,0.52,0.24,0.58,0.45,0.8,1.97,34,9,37.0,167.64,65.77,0,3.78,3.9,0.36,0.41,0.57,0.91,0.5,1.49,-11,-5,-3.0,2.5400000000000205,0.0,0.9500000000000006,-1.4899999999999998,0.16,-0.1699999999999999,0.01,-0.46,0.3,0.48
1,6,0,1,3.0,16,3,33.0,172.72,65.77,2,4.07,6.54,0.38,0.27,0.49,0.57,1.2,1.17,18,5,34.0,180.34,70.31,0,4.41,3.8,0.47,0.47,0.6,0.72,0.6,1.8,-2,-2,-1.0,-7.620000000000003,-4.540000000000006,-0.3399999999999998,2.74,-0.0899999999999999,-0.1999999999999999,-0.1099999999999999,-0.15,0.6,-0.6300000000000001
0,6,0,1,3.0,23,11,33.0,180.34,65.77,0,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,23,7,36.0,180.34,65.77,0,5.12,7.1,0.39,0.29,0.54,0.91,0.1,0.42,0,4,-3.0,0.0,0.0,-1.27,-2.9899999999999998,-0.02,0.18,-0.03,-0.22,0.1999999999999999,1.7400000000000002
0,0,0,0,3.0,4,5,32.0,162.56,52.16,0,3.89,4.75,0.43,0.57,0.53,0.61,0.6,2.0,3,2,33.0,157.48,52.16,0,4.83,5.56,0.47,0.5,0.38,0.77,0.4,2.27,1,3,-1.0,5.0800000000000125,0.0,-0.94,-0.8099999999999996,-0.0399999999999999,0.0699999999999999,0.15,-0.16,0.1999999999999999,-0.27
0,4,0,1,3.0,12,6,33.0,167.64,56.7,0,2.57,1.88,0.42,0.51,0.63,0.46,0.2,2.83,13,2,30.0,160.02,56.7,2,2.12,1.66,0.46,0.57,0.62,0.69,0.6,4.54,-1,4,3.0,7.619999999999976,0.0,0.4499999999999997,0.2199999999999999,-0.04,-0.0599999999999999,0.01,-0.2299999999999999,-0.3999999999999999,-1.71
0,7,0,1,3.0,28,16,43.0,177.8,77.11,0,2.69,3.13,0.43,0.36,0.51,0.72,0.3,2.53,27,13,35.0,172.72,70.31,1,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71,1,3,8.0,5.0800000000000125,6.799999999999997,-1.65,-1.1000000000000003,0.0299999999999999,0.18,0.0,0.1599999999999999,0.1999999999999999,1.82
1,9,0,1,5.0,15,7,39.0,187.96,83.91,0,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,18,9,32.0,175.26,77.11,1,3.55,3.23,0.41,0.3,0.58,0.59,0.1,0.96,-3,-2,7.0,12.700000000000015,6.799999999999997,-0.5699999999999998,0.04,0.02,0.13,-0.0799999999999999,0.06,0.7000000000000001,2.64
0,6,0,1,3.0,17,9,37.0,167.64,70.31,0,4.42,3.07,0.46,0.4,0.59,0.82,1.1,3.89,28,11,39.0,177.8,65.77,0,3.44,3.27,0.38,0.35,0.52,0.56,1.1,2.85,-11,-2,-2.0,-10.160000000000023,4.540000000000006,0.98,-0.2000000000000001,0.08,0.05,0.0699999999999999,0.2599999999999999,0.0,1.04
1,10,0,1,3.0,10,7,43.0,187.96,92.99,0,4.26,3.35,0.5,0.41,0.55,0.28,0.1,4.49,17,14,38.0,190.5,104.33,0,4.38,5.47,0.44,0.23,0.55,0.83,0.0,0.45,-7,-7,5.0,-2.539999999999992,-11.340000000000003,-0.1200000000000001,-2.12,0.06,0.1799999999999999,0.0,-0.5499999999999999,0.1,4.04
1,5,0,1,3.0,23,5,34.0,162.56,61.23,0,4.03,3.9,0.4,0.27,0.6,0.92,0.1,0.88,22,5,32.0,170.18,65.77,1,4.84,4.93,0.43,0.14,0.61,0.75,0.0,0.17,1,0,2.0,-7.620000000000003,-4.539999999999999,-0.8099999999999996,-1.0299999999999998,-0.0299999999999999,0.13,-0.01,0.17,0.1,0.71
0,8,0,1,3.0,21,6,38.0,182.88,77.11,0,5.34,4.01,0.48,1.0,0.63,0.75,0.0,0.27,24,7,37.0,180.34,77.11,0,4.52,3.33,0.42,0.13,0.57,0.68,0.4,0.43,-3,-1,1.0,2.539999999999992,0.0,0.8200000000000003,0.6799999999999997,0.06,0.87,0.06,0.0699999999999999,-0.4,-0.1599999999999999
0,9,0,1,3.0,21,9,41.0,182.88,83.91,0,3.1,2.48,0.47,0.34,0.57,0.77,0.5,2.55,16,8,36.0,185.42,83.91,1,3.41,4.17,0.47,0.26,0.5,0.79,0.1,1.79,5,1,5.0,-2.539999999999992,0.0,-0.31,-1.69,0.0,0.08,0.0699999999999999,-0.02,0.4,0.7599999999999998
0,8,0,1,3.0,14,3,40.0,185.42,77.11,1,2.89,1.86,0.4,0.44,0.63,0.58,0.2,2.13,22,12,36.0,180.34,77.11,0,2.99,2.55,0.51,0.38,0.46,0.63,0.6,2.35,-8,-9,4.0,5.079999999999984,0.0,-0.1,-0.6899999999999997,-0.1099999999999999,0.06,0.1699999999999999,-0.05,-0.3999999999999999,-0.2200000000000002
0,11,0,1,3.0,20,5,43.0,185.42,109.32,0,4.0,7.65,0.36,0.0,0.51,0.0,0.0,0.0,16,12,34.0,193.04,113.4,0,6.04,6.65,0.45,0.5,0.52,0.74,0.0,0.09,4,-7,9.0,-7.620000000000003,-4.0800000000000125,-2.04,1.0,-0.09,-0.5,-0.01,-0.74,0.0,-0.09
0,6,0,1,3.0,8,5,37.0,170.18,65.77,0,2.63,5.11,0.31,0.15,0.58,0.62,0.0,1.14,11,1,31.0,180.34,65.77,0,2.22,2.58,0.46,0.52,0.47,0.66,0.0,5.73,-3,4,6.0,-10.159999999999997,0.0,0.4099999999999997,2.53,-0.15,-0.37,0.1099999999999999,-0.04,0.0,-4.590000000000001
0,5,0,1,3.0,24,15,37.0,167.64,61.23,2,3.39,4.64,0.41,0.41,0.54,0.6,0.7,1.74,23,9,31.0,172.72,61.23,2,4.31,5.48,0.49,0.39,0.5,0.7,0.9,0.53,1,6,6.0,-5.0800000000000125,0.0,-0.9199999999999996,-0.8400000000000007,-0.08,0.0199999999999999,0.04,-0.0999999999999999,-0.2,1.21
0,11,0,1,3.0,12,4,39.0,190.5,120.2,1,3.43,3.08,0.45,0.24,0.44,0.69,0.0,1.09,14,6,33.0,190.5,119.75,0,3.98,6.08,0.51,0.37,0.52,1.0,0.0,1.54,-2,-2,6.0,0.0,0.4500000000000028,-0.5499999999999998,-3.0,-0.06,-0.13,-0.08,-0.31,0.0,-0.4499999999999999
1,6,0,1,3.0,15,3,33.0,180.34,65.77,0,7.4,6.78,0.52,0.44,0.56,0.91,0.4,0.43,13,6,36.0,170.18,65.77,0,2.32,3.23,0.38,0.07,0.47,0.35,1.5,0.37,2,-3,-3.0,10.159999999999997,0.0,5.08,3.5500000000000003,0.14,0.37,0.09,0.56,-1.1,0.06
0,7,0,1,3.0,10,4,34.0,180.34,70.31,0,1.64,2.17,0.41,0.41,0.54,0.5,0.3,1.75,12,3,36.0,177.8,70.31,0,1.7,1.75,0.53,0.51,0.51,0.55,1.1,2.6,-2,1,-2.0,2.539999999999992,0.0,-0.06,0.4199999999999999,-0.12,-0.1,0.03,-0.05,-0.8,-0.8500000000000001
0,8,0,1,5.0,19,5,35.0,180.34,77.11,2,1.84,3.0,0.61,0.59,0.49,0.66,1.0,1.9,30,7,37.0,182.88,77.11,0,4.9,4.67,0.41,0.3,0.61,0.6,0.0,0.48,-11,-2,-2.0,-2.539999999999992,0.0,-3.0600000000000005,-1.67,0.2,0.29,-0.12,0.06,1.0,1.42
0,0,0,0,3.0,17,8,38.0,167.64,56.7,0,7.1,4.89,0.51,0.55,0.51,0.58,0.3,1.52,9,6,36.0,162.56,52.16,0,4.41,4.12,0.38,0.44,0.64,0.77,0.8,1.8,8,2,2.0,5.079999999999984,4.540000000000006,2.6899999999999995,0.7699999999999996,0.13,0.11,-0.13,-0.19,-0.5,-0.28
0,7,0,1,3.0,23,9,34.0,177.8,70.31,1,3.73,2.93,0.44,0.46,0.54,0.55,0.6,0.75,17,6,39.0,180.34,70.31,0,3.7,3.44,0.44,0.28,0.48,0.64,0.2,0.29,6,3,-5.0,-2.539999999999992,0.0,0.0299999999999998,-0.5099999999999998,0.0,0.18,0.06,-0.0899999999999999,0.3999999999999999,0.46
1,9,0,1,3.0,23,10,34.0,182.88,83.91,0,2.74,4.19,0.25,0.0,0.56,0.2,0.0,0.0,10,3,42.0,190.5,83.91,0,7.69,5.53,0.48,1.0,0.59,0.58,0.0,0.35,13,7,-8.0,-7.620000000000003,0.0,-4.95,-1.34,-0.2299999999999999,-1.0,-0.0299999999999999,-0.3799999999999999,0.0,-0.35
1,10,0,1,3.0,14,5,34.0,185.42,92.99,1,3.84,4.18,0.39,0.0,0.5,0.58,0.1,0.0,17,7,36.0,190.5,83.91,0,2.42,2.86,0.46,0.22,0.45,0.37,1.6,1.76,-3,-2,-2.0,-5.0800000000000125,9.079999999999998,1.42,1.3199999999999998,-0.07,-0.22,0.0499999999999999,0.2099999999999999,-1.5,-1.76
0,11,0,1,3.0,11,2,36.0,177.8,110.22,0,2.4,3.47,0.31,0.0,0.42,0.25,0.0,0.0,8,2,36.0,185.42,119.75,1,3.37,2.57,0.59,0.66,0.57,0.36,0.0,0.96,3,0,0.0,-7.619999999999976,-9.53,-0.9700000000000002,0.9000000000000004,-0.2799999999999999,-0.66,-0.1499999999999999,-0.1099999999999999,0.0,-0.96
1,8,0,1,3.0,18,8,36.0,185.42,77.11,1,3.18,3.73,0.39,0.09,0.5,0.57,0.2,0.24,8,4,34.0,182.88,77.11,0,3.42,3.95,0.37,0.33,0.51,1.0,1.6,2.37,10,4,2.0,2.539999999999992,0.0,-0.2399999999999997,-0.2200000000000002,0.02,-0.24,-0.01,-0.43,-1.4,-2.13
1,4,0,1,3.0,27,5,33.0,165.1,56.7,0,4.32,3.9,0.49,0.48,0.5,0.67,1.0,2.2,16,13,44.0,162.56,56.7,0,3.56,3.79,0.41,0.27,0.58,0.53,1.6,0.78,11,-8,-11.0,2.539999999999992,0.0,0.7600000000000002,0.1099999999999998,0.08,0.2099999999999999,-0.0799999999999999,0.14,-0.6000000000000001,1.4200000000000002
0,8,0,1,3.0,3,3,43.0,180.34,77.11,0,1.64,7.21,0.19,0.0,0.53,0.0,0.0,0.0,5,3,41.0,180.34,77.11,2,3.63,3.63,0.45,1.0,0.54,0.5,0.0,2.37,-2,0,2.0,0.0,0.0,-1.99,3.58,-0.26,-1.0,-0.01,-0.5,0.0,-2.37
1,7,0,1,3.0,12,4,35.0,182.88,65.77,0,5.2,4.16,0.51,0.33,0.45,0.5,2.2,0.74,7,4,36.0,165.1,65.77,0,3.08,3.93,0.46,0.18,0.56,0.6,0.3,0.56,5,0,-1.0,17.78,0.0,2.12,0.2299999999999999,0.0499999999999999,0.15,-0.11,-0.0999999999999999,1.9,0.1799999999999999
1,5,0,1,3.0,17,2,32.0,170.18,61.23,0,2.86,3.84,0.49,0.49,0.53,0.58,1.0,4.92,7,4,32.0,175.26,61.23,0,3.81,3.96,0.35,0.35,0.56,0.7,0.2,0.91,10,-2,0.0,-5.079999999999984,0.0,-0.9500000000000002,-0.1200000000000001,0.14,0.14,-0.03,-0.12,0.8,4.01
1,2,0,0,3.0,10,7,41.0,175.26,61.23,0,7.56,8.41,0.4,0.0,0.51,0.62,0.0,0.0,14,3,36.0,162.56,52.16,1,3.43,4.21,0.54,0.63,0.44,0.57,0.7,0.98,-4,4,5.0,12.699999999999989,9.07,4.129999999999999,4.2,-0.14,-0.63,0.07,0.05,-0.7,-0.98
0,9,1,1,5.0,13,5,46.0,182.88,83.91,1,3.44,3.05,0.49,0.3,0.6,0.78,0.0,1.57,26,7,33.0,182.88,83.91,0,4.57,3.45,0.42,0.38,0.59,0.82,0.0,0.81,-13,-2,13.0,0.0,0.0,-1.1300000000000003,-0.4000000000000003,0.07,-0.08,0.01,-0.0399999999999999,0.0,0.76
0,11,0,1,3.0,24,9,46.0,193.04,104.78,0,3.59,2.64,0.52,0.31,0.55,0.31,1.2,1.75,47,19,43.0,193.04,120.2,0,3.67,2.44,0.64,0.55,0.57,0.73,0.8,1.42,-23,-10,3.0,0.0,-15.420000000000002,-0.08,0.2000000000000001,-0.12,-0.24,-0.0199999999999999,-0.42,0.3999999999999999,0.33
0,11,0,1,3.0,19,8,41.0,182.88,112.04,1,3.09,3.29,0.57,0.26,0.47,0.68,0.1,0.56,18,4,33.0,193.04,120.2,0,3.53,1.83,0.5,0.53,0.59,0.31,0.0,5.72,1,4,8.0,-10.159999999999997,-8.159999999999997,-0.4399999999999999,1.46,0.0699999999999999,-0.27,-0.12,0.37,0.1,-5.16
1,7,0,1,3.0,24,10,37.0,177.8,70.31,0,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61,37,17,40.0,172.72,70.31,1,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,-13,-7,-3.0,5.0800000000000125,0.0,0.0899999999999998,0.2599999999999998,0.0499999999999999,0.06,-0.0399999999999999,0.12,-0.5999999999999999,-0.97
1,5,0,1,3.0,20,8,36.0,172.72,61.23,0,5.53,3.65,0.45,0.35,0.56,0.46,0.3,0.89,29,5,38.0,170.18,61.23,0,3.66,3.99,0.38,0.46,0.58,0.7,0.2,0.61,-9,3,-2.0,2.539999999999992,0.0,1.87,-0.3400000000000003,0.07,-0.11,-0.0199999999999999,-0.2399999999999999,0.0999999999999999,0.28
0,11,0,1,3.0,18,7,41.0,198.12,115.67,0,2.93,4.31,0.41,0.68,0.42,0.75,0.2,1.21,60,17,46.0,187.96,108.86,0,3.29,3.8,0.48,0.46,0.44,0.37,1.9,1.82,-42,-10,-5.0,10.159999999999997,6.810000000000002,-0.3599999999999999,0.5099999999999998,-0.07,0.22,-0.02,0.38,-1.7,-0.6100000000000001
1,8,0,1,3.0,13,4,37.0,177.8,77.11,0,4.78,3.59,0.42,0.54,0.65,0.78,0.0,1.05,7,5,32.0,187.96,77.11,0,3.15,6.39,0.26,0.0,0.54,0.0,0.7,0.0,6,-1,5.0,-10.159999999999997,0.0,1.6300000000000003,-2.8,0.1599999999999999,0.54,0.1099999999999999,0.78,-0.7,1.05
1,9,0,1,3.0,22,11,40.0,187.96,92.99,0,3.72,2.57,0.48,0.33,0.53,0.65,0.1,0.88,36,17,36.0,185.42,83.91,1,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17,-14,-6,4.0,2.5400000000000205,9.079999999999998,0.54,-0.8000000000000003,0.0299999999999999,-0.0499999999999999,0.0,0.31,-1.5,-1.29
0,8,0,1,3.0,31,12,34.0,182.88,77.11,0,3.35,2.55,0.44,0.58,0.69,0.66,0.2,1.56,23,3,35.0,180.34,77.11,0,4.55,3.64,0.43,0.35,0.57,0.93,0.2,1.98,8,9,-1.0,2.539999999999992,0.0,-1.1999999999999995,-1.0900000000000003,0.01,0.2299999999999999,0.12,-0.27,0.0,-0.4199999999999999
1,6,0,1,3.0,21,6,34.0,167.64,61.23,0,4.39,3.63,0.47,0.39,0.62,0.76,0.0,2.34,17,9,37.0,172.72,61.23,0,4.02,6.07,0.32,0.22,0.5,0.44,0.0,0.5,4,-3,-3.0,-5.0800000000000125,0.0,0.3700000000000001,-2.4400000000000004,0.1499999999999999,0.17,0.12,0.32,0.0,1.84
1,10,0,1,3.0,16,6,31.0,182.88,77.11,0,3.27,2.22,0.55,0.5,0.58,0.71,0.3,1.19,8,3,35.0,193.04,92.99,0,0.65,3.64,0.26,0.0,0.21,0.0,0.0,0.0,8,3,-4.0,-10.159999999999997,-15.879999999999995,2.62,-1.42,0.29,0.5,0.37,0.71,0.3,1.19
0,7,0,1,5.0,23,19,37.0,177.8,70.31,1,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,25,4,35.0,180.34,70.31,0,7.35,7.5,0.6,0.25,0.53,0.75,0.0,0.13,-2,15,2.0,-2.539999999999992,0.0,-3.08,-3.67,-0.2099999999999999,0.1599999999999999,0.0399999999999999,0.06,0.0,0.49
0,8,1,1,3.0,17,9,35.0,187.96,77.11,0,3.12,3.88,0.39,0.34,0.58,0.73,0.6,1.26,31,15,41.0,182.88,77.11,0,1.94,0.55,0.65,0.5,0.38,1.0,3.1,7.28,-14,-6,-6.0,5.0800000000000125,0.0,1.1800000000000002,3.33,-0.26,-0.1599999999999999,0.1999999999999999,-0.27,-2.5,-6.0200000000000005
0,7,0,1,3.0,17,7,31.0,177.8,70.31,0,2.54,2.64,0.4,0.43,0.52,0.66,0.0,3.29,14,2,36.0,175.26,70.31,0,4.33,3.4,0.55,0.3,0.52,0.68,0.0,1.78,3,5,-5.0,2.5400000000000205,0.0,-1.79,-0.7599999999999998,-0.15,0.13,0.0,-0.02,0.0,1.51
1,10,0,1,3.0,17,6,40.0,180.34,83.91,2,4.68,4.13,0.52,0.42,0.59,0.63,0.0,0.44,7,1,36.0,187.96,92.99,0,2.31,6.92,0.17,0.0,0.44,0.0,0.0,0.0,10,5,4.0,-7.620000000000003,-9.079999999999998,2.37,-2.79,0.35,0.42,0.1499999999999999,0.63,0.0,0.44
1,9,0,1,3.0,20,10,36.0,185.42,83.91,0,3.38,3.15,0.43,0.26,0.55,0.81,0.0,0.78,16,3,35.0,185.42,83.91,0,4.19,2.39,0.42,0.28,0.53,0.59,0.0,1.27,4,7,1.0,0.0,0.0,-0.8100000000000005,0.7599999999999998,0.01,-0.02,0.02,0.22,0.0,-0.49
1,10,0,1,3.0,10,0,35.0,187.96,92.99,0,3.45,2.64,0.47,0.42,0.53,1.0,1.2,3.25,9,3,38.0,185.42,92.99,0,3.83,4.52,0.46,0.08,0.64,0.75,0.5,0.45,1,-3,-3.0,2.5400000000000205,0.0,-0.3799999999999999,-1.8799999999999997,0.0099999999999999,0.3399999999999999,-0.1099999999999999,0.25,0.7,2.8
1,0,0,0,3.0,16,13,39.0,160.02,52.16,0,5.44,4.94,0.5,0.34,0.61,0.75,0.1,0.73,8,9,36.0,170.18,52.16,1,3.42,4.13,0.39,0.27,0.47,0.66,0.6,1.09,8,4,3.0,-10.159999999999997,0.0,2.0200000000000005,0.8100000000000005,0.1099999999999999,0.07,0.14,0.0899999999999999,-0.5,-0.3600000000000001
1,8,0,1,3.0,28,9,37.0,187.96,77.11,0,4.79,4.11,0.49,0.18,0.61,0.59,0.9,0.96,19,10,37.0,177.8,77.11,1,3.53,7.07,0.26,0.11,0.43,0.0,0.0,1.0,9,-1,0.0,10.159999999999997,0.0,1.2600000000000002,-2.96,0.2299999999999999,0.0699999999999999,0.18,0.59,0.9,-0.04
